Postanski_ured;Mjesto;Zupanija
47240 SLUNJ;Gornji Furjan;Karlovačka županija
47240 SLUNJ;Gornji Kremen;Karlovačka županija
47240 SLUNJ;Gornji Lađevac;Karlovačka županija
47240 SLUNJ;Gornji Nikšić;Karlovačka županija
47240 SLUNJ;Gornji Popovac;Karlovačka županija
47240 SLUNJ;Grobnik;Karlovačka županija
47240 SLUNJ;Jame;Karlovačka županija
47240 SLUNJ;Klanac Perjasički;Karlovačka županija
47240 SLUNJ;Kosa;Karlovačka županija
47240 SLUNJ;Kosijer Selo;Karlovačka županija
47240 SLUNJ;Kutanja;Karlovačka županija
47240 SLUNJ;Kuzma Perjasička;Karlovačka županija
47240 SLUNJ;Lađevačko Selište;Karlovačka županija
47240 SLUNJ;Lapovac;Karlovačka županija
47240 SLUNJ;Lumbardenik;Karlovačka županija
47240 SLUNJ;Mali Vuković;Karlovačka županija
47240 SLUNJ;Marindolsko Brdo;Karlovačka županija
47240 SLUNJ;Miljevac;Karlovačka županija
47240 SLUNJ;Mjesto Primišlje;Karlovačka županija
47240 SLUNJ;Novo Selo;Karlovačka županija
47240 SLUNJ;Pavlovac;Karlovačka županija
47240 SLUNJ;Podmelnica;Karlovačka županija
47240 SLUNJ;Polje;Karlovačka županija
47240 SLUNJ;Rabinja;Karlovačka županija
47240 SLUNJ;Rastoke;Karlovačka županija
47240 SLUNJ;Salopek Luke;Karlovačka županija
47240 SLUNJ;Sastavak;Karlovačka županija
47240 SLUNJ;Slunj;Karlovačka županija
47240 SLUNJ;Slunjčica;Karlovačka županija
47240 SLUNJ;Snos;Karlovačka županija
47240 SLUNJ;Sparednjak;Karlovačka županija
47240 SLUNJ;Stojmerić;Karlovačka županija
47240 SLUNJ;Šlivnjak;Karlovačka županija
47240 SLUNJ;Točak;Karlovačka županija
47240 SLUNJ;Tržić Primišljanski;Karlovačka županija
47240 SLUNJ;Veljun;Karlovačka županija
47240 SLUNJ;Veljunska Glina;Karlovačka županija
47240 SLUNJ;Veljunski Ponorac;Karlovačka županija
47240 SLUNJ;Videkić Selo;Karlovačka županija
47240 SLUNJ;Zapoljak;Karlovačka županija
47240 SLUNJ;Zečev Varoš;Karlovačka županija
47242 KRNJAK;Bijeli Klanac;Karlovačka županija
47242 KRNJAK;Brebornica;Karlovačka županija
47242 KRNJAK;Budačka Rijeka;Karlovačka županija
47242 KRNJAK;Burić Selo;Karlovačka županija
47242 KRNJAK;Čatrnja;Karlovačka županija
47242 KRNJAK;Dugi Dol;Karlovačka županija
47242 KRNJAK;Dvorište;Karlovačka županija
47242 KRNJAK;Gornji Budački;Karlovačka županija
47242 KRNJAK;Gornji Skrad;Karlovačka županija
47242 KRNJAK;Grabovac Krnjački;Karlovačka županija
47242 KRNJAK;Grabovac Vojnićki;Karlovačka županija
47242 KRNJAK;Hrvatsko Žarište;Karlovačka županija
47242 KRNJAK;Jasnić Brdo;Karlovačka županija
47242 KRNJAK;Keserov Potok;Karlovačka županija
47242 KRNJAK;Krnjak;Karlovačka županija
47242 KRNJAK;Mala Crkvina;Karlovačka županija
47242 KRNJAK;Perići;Karlovačka županija
47242 KRNJAK;Podgorje Krnjačko;Karlovačka županija
47242 KRNJAK;Poljana Vojnićka;Karlovačka županija
47242 KRNJAK;Ponorac;Karlovačka županija
47242 KRNJAK;Rastovac Budački;Karlovačka županija
47242 KRNJAK;Suhodol Budački;Karlovačka županija
47242 KRNJAK;Trupinjak;Karlovačka županija
47242 KRNJAK;Velika Crkvina;Karlovačka županija
47242 KRNJAK;Vojnović Brdo;Karlovačka županija
47242 KRNJAK;Zagorje;Karlovačka županija
47245 RAKOVICA;Basara;Karlovačka županija
47245 RAKOVICA;Brajdić Selo;Karlovačka županija
47245 RAKOVICA;Brezovac;Karlovačka županija
47245 RAKOVICA;Broćanac;Karlovačka županija
47245 RAKOVICA;Čatrnja;Karlovačka županija
47245 RAKOVICA;Ćuić Brdo;Karlovačka županija
47245 RAKOVICA;Drage;Karlovačka županija
47245 RAKOVICA;Drežnik Grad;Karlovačka županija
47245 RAKOVICA;Gornja Močila;Karlovačka županija
47245 RAKOVICA;Grabovac;Karlovačka županija
47245 RAKOVICA;Irinovac;Karlovačka županija
47245 RAKOVICA;Jamarje;Karlovačka županija
47245 RAKOVICA;Jelov Klanac;Karlovačka županija
47245 RAKOVICA;Korana;Ličko-senjska županija
47245 RAKOVICA;Koranski Lug;Karlovačka županija
47245 RAKOVICA;Kordunski Ljeskovac;Karlovačka županija
47245 RAKOVICA;Korita;Karlovačka županija
47245 RAKOVICA;Lipovac;Karlovačka županija
47245 RAKOVICA;Lipovača;Karlovačka županija
47245 RAKOVICA;Mašvina;Karlovačka županija
47245 RAKOVICA;Nova Kršlja;Karlovačka županija
47245 RAKOVICA;Oštarski Stanovi;Karlovačka županija
47245 RAKOVICA;Rakovica;Karlovačka županija
47245 RAKOVICA;Rakovičko Selište;Karlovačka županija
47245 RAKOVICA;Sadilovac;Karlovačka županija
47245 RAKOVICA;Selište Drežničko;Karlovačka županija
47245 RAKOVICA;Stara Kršlja;Karlovačka županija
47250 DUGA RESA;Belajska Vinica;Karlovačka županija
47250 DUGA RESA;Belavići;Karlovačka županija
47250 DUGA RESA;Bošt;Karlovačka županija
47250 DUGA RESA;Cerovački Galovići;Karlovačka županija
47250 DUGA RESA;Donje Mrzlo Polje Mrežničko;Karlovačka županija
47250 DUGA RESA;Donji Zvečaj;Karlovačka županija
47250 DUGA RESA;Duga Gora;Karlovačka županija
47250 DUGA RESA;Galović Selo;Karlovačka županija
47250 DUGA RESA;Gorica;Karlovačka županija
47250 DUGA RESA;Gornje Mrzlo Polje Mrežničko;Karlovačka županija
47250 DUGA RESA;Grganjica;Karlovačka županija
47250 DUGA RESA;Gršćaki;Karlovačka županija
47250 DUGA RESA;Kozalj Vrh;Karlovačka županija
47250 Duga Resa;Lipa;Karlovačka županija
47250 Duga Resa;Lipov Pesak;Karlovačka županija
47250 DUGA RESA;Lišnica;Karlovačka županija
47250 DUGA RESA;Mihalić Selo;Karlovačka županija
47250 DUGA RESA;Mrežničke Poljice;Karlovačka županija
47250 DUGA RESA;Mrežnički Brig;Karlovačka županija
47250 DUGA RESA;Mrežnički Novaki;Karlovačka županija
47250 DUGA RESA;Mrežnički Varoš;Karlovačka županija
47250 DUGA RESA;Mrežničko Dvorište;Karlovačka županija
47250 DUGA RESA;Novo Brdo Mrežničko;Karlovačka županija
47250 DUGA RESA;Pećurkovo Brdo;Karlovačka županija
47250 DUGA RESA;Petrakovo Brdo;Karlovačka županija
47250 Duga Resa;Protulipa;Karlovačka županija
47250 DUGA RESA;Sveti Petar Mrežnički;Karlovačka županija
47250 DUGA RESA;Šeketino Brdo;Karlovačka županija
47250 DUGA RESA;Venac Mrežnički;Karlovačka županija
47250 DUGA RESA;Zvečaj;Karlovačka županija
47251 BOSILJEVO;Beč;Karlovačka županija
47251 BOSILJEVO;Bitorajci;Karlovačka županija
47251 BOSILJEVO;Bosanci;Karlovačka županija
47251 BOSILJEVO;Bosiljevo;Karlovačka županija
47251 BOSILJEVO;Dani;Karlovačka županija
47251 BOSILJEVO;Dugače;Karlovačka županija
47251 BOSILJEVO;Dvorjanci;Karlovačka županija
47251 BOSILJEVO;Fratrovci;Karlovačka županija
47251 BOSILJEVO;Fučkovac;Karlovačka županija
47251 BOSILJEVO;Glavica;Karlovačka županija
47251 BOSILJEVO;Grabrk;Karlovačka županija
47251 BOSILJEVO;Hrsina;Karlovačka županija
47251 BOSILJEVO;Jančani;Karlovačka županija
47251 BOSILJEVO;Johi;Karlovačka županija
47251 BOSILJEVO;Kasuni;Karlovačka županija
47251 BOSILJEVO;Korenić Brdo;Karlovačka županija
47251 BOSILJEVO;Kraljevo Selo;Karlovačka županija
47251 BOSILJEVO;Krč Bosiljevski;Karlovačka županija
47251 BOSILJEVO;Laslavići;Karlovačka županija
47251 BOSILJEVO;Lipošćaki;Karlovačka županija
47251 BOSILJEVO;Lisičina Gorica;Karlovačka županija
47251 BOSILJEVO;Malik;Karlovačka županija
47251 BOSILJEVO;Mateše;Karlovačka županija
47251 BOSILJEVO;Milani;Karlovačka županija
47251 BOSILJEVO;Novo Selo Bosiljevsko;Karlovačka županija
47251 BOSILJEVO;Orišje;Karlovačka županija
47251 BOSILJEVO;Otok na Dobri;Karlovačka županija
47251 BOSILJEVO;Podrebar;Karlovačka županija
47251 BOSILJEVO;Podumol;Karlovačka županija
47251 BOSILJEVO;Potok Bosiljevski;Karlovačka županija
47251 BOSILJEVO;Pribanjci;Karlovačka županija
47251 BOSILJEVO;Rendulići;Karlovačka županija
47251 BOSILJEVO;Resnik Bosiljevski;Karlovačka županija
47251 BOSILJEVO;Sela Bosiljevska;Karlovačka županija
47251 BOSILJEVO;Skoblić Brdo;Karlovačka županija
47251 BOSILJEVO;Soline;Karlovačka županija
47251 BOSILJEVO;Spahići;Karlovačka županija
47251 BOSILJEVO;Strgari;Karlovačka županija
47251 BOSILJEVO;Špehari;Karlovačka županija
47251 BOSILJEVO;Umol;Karlovačka županija
47251 BOSILJEVO;Varoš Bosiljevski;Karlovačka županija
47251 Bosiljevo;Vodena Draga;Karlovačka županija
47251 BOSILJEVO;Vrhova Gorica;Karlovačka županija
47251 BOSILJEVO;Žubrinci;Karlovačka županija
47252 BARILOVIĆ;Banjsko Selo;Karlovačka županija
47252 BARILOVIĆ;Barilović;Karlovačka županija
47252 BARILOVIĆ;Belaj;Karlovačka županija
47252 BARILOVIĆ;Belajske Poljice;Karlovačka županija
47252 BARILOVIĆ;Belajski Malinci;Karlovačka županija
47252 BARILOVIĆ;Carevo Selo;Karlovačka županija
47252 BARILOVIĆ;Cerovac Barilovićki;Karlovačka županija
47252 BARILOVIĆ;Donja Perjasica;Karlovačka županija
47252 BARILOVIĆ;Donji Skrad;Karlovačka županija
47252 BARILOVIĆ;Donji Velemerić;Karlovačka županija
47252 BARILOVIĆ;Gaćeško Selo;Karlovačka županija
47252 BARILOVIĆ;Gornji Poloj;Karlovačka županija
47252 BARILOVIĆ;Gornji Velemerić;Karlovačka županija
47252 BARILOVIĆ;Kestenak;Karlovačka županija
47252 BARILOVIĆ;Koranska Strana;Karlovačka županija
47252 BARILOVIĆ;Koransko Selo;Karlovačka županija
47252 BARILOVIĆ;Kosijersko Selo;Karlovačka županija
47252 BARILOVIĆ;Križ Koranski;Karlovačka županija
47252 BARILOVIĆ;Leskovac Barilovićki;Karlovačka županija
47252 BARILOVIĆ;Lučica;Karlovačka županija
47252 BARILOVIĆ;Mala Kosa;Karlovačka županija
47252 BARILOVIĆ;Mali Kozinac;Karlovačka županija
47252 BARILOVIĆ;Marlovac;Karlovačka županija
47252 BARILOVIĆ;Maurovići;Karlovačka županija
47252 BARILOVIĆ;Miloševac;Karlovačka županija
47252 BARILOVIĆ;Mrežnica;Karlovačka županija
47252 BARILOVIĆ;Novi Dol;Karlovačka županija
47252 BARILOVIĆ;Novo Selo Perjasičko;Karlovačka županija
47252 BARILOVIĆ;Orijevac;Karlovačka županija
47252 BARILOVIĆ;Perjasica;Karlovačka županija
47252 BARILOVIĆ;Podvožić;Karlovačka županija
47252 BARILOVIĆ;Ponorac Perjasički;Karlovačka županija
47252 BARILOVIĆ;Potplaninsko;Karlovačka županija
47252 BARILOVIĆ;Siča;Karlovačka županija
47252 BARILOVIĆ;Srednji Poloj;Karlovačka županija
47252 BARILOVIĆ;Svojić;Karlovačka županija
47252 BARILOVIĆ;Šćulac;Karlovačka županija
47252 BARILOVIĆ;Štirkovac;Karlovačka županija
47252 BARILOVIĆ;Točak Perjasički;Karlovačka županija
47252 BARILOVIĆ;Veliki Kozinac;Karlovačka županija
47252 BARILOVIĆ;Vijenac Barilovićki;Karlovačka županija
47252 BARILOVIĆ;Zinajevac;Karlovačka županija
47252 BARILOVIĆ;Žabljak;Karlovačka županija
47262 GENERALSKI STOL;Brcković Draga;Karlovačka županija
47262 GENERALSKI STOL;Crno Kamanje;Karlovačka županija
47262 GENERALSKI STOL;Dobrenići;Karlovačka županija
47262 GENERALSKI STOL;Donje Bukovlje;Karlovačka županija
47262 GENERALSKI STOL;Duga Resa;Karlovačka županija
47262 GENERALSKI STOL;Erdelj;Karlovačka županija
47262 GENERALSKI STOL;Generalski Stol;Karlovačka županija
47262 GENERALSKI STOL;Goričice Dobranske;Karlovačka županija
47262 GENERALSKI STOL;Gorinci;Karlovačka županija
47262 GENERALSKI STOL;Gornje Bukovlje;Karlovačka županija
47262 GENERALSKI STOL;Gornji Zvečaj;Karlovačka županija
47262 GENERALSKI STOL;Gradišće;Karlovačka županija
47262 GENERALSKI STOL;Jankovo Selište;Karlovačka županija
47262 GENERALSKI STOL;Keići;Karlovačka županija
47262 GENERALSKI STOL;Mateško Selo;Karlovačka županija
47262 GENERALSKI STOL;Mrežnički Brest;Karlovačka županija
47262 GENERALSKI STOL;Petrunići;Karlovačka županija
47262 GENERALSKI STOL;Radočaji;Karlovačka županija
47262 GENERALSKI STOL;Sarovo;Karlovačka županija
47262 GENERALSKI STOL;Skukani;Karlovačka županija
47262 GENERALSKI STOL;Tomašići;Karlovačka županija
47262 GENERALSKI STOL;Trnovo;Karlovačka županija
47264 TOUNJ;Gerovo Tounjsko;Karlovačka županija
47264 TOUNJ;Kamenica Skradnička;Karlovačka županija
47264 TOUNJ;Potok Tounjski;Karlovačka županija
47264 TOUNJ;Rebrovići;Karlovačka županija
47264 TOUNJ;Tounj;Karlovačka županija
47264 TOUNJ;Tržić Tounjski;Karlovačka županija
47264 TOUNJ;Zdenac;Karlovačka županija
47271 Netretić;Baići;Karlovačka županija
47271 Netretić;Bogovci;Karlovačka županija
47271 Netretić;Brajakovo Brdo;Karlovačka županija
47271 NETRETIĆ;Bukovje Netretićko;Karlovačka županija
47271 Netretić;Culibrki;Karlovačka županija
47271 Netretić;Donje Prilišće;Karlovačka županija
47271 Netretić;Donje Stative;Karlovačka županija
47271 NETRETIĆ;Dubravci;Karlovačka županija
47271 NETRETIĆ;Dubravčani;Karlovačka županija
47271 NETRETIĆ;Frketić Selo;Karlovačka županija
47271 Netretić;Goli Vrh Netretićki;Karlovačka županija
47271 Netretić;Gornje Prilišće;Karlovačka županija
47271 Netretić;Jakovci Netretićki;Karlovačka županija
47271 NETRETIĆ;Jarče Polje;Karlovačka županija
47271 Netretić;Kolenovac;Karlovačka županija
47271 Netretić;Kučevice;Karlovačka županija
47271 Netretić;Kunići Ribnički;Karlovačka županija
47271 Netretić;Ladešići;Karlovačka županija
47271 Netretić;Lončar Brdo;Karlovačka županija
47271 Netretić;Lonjgari;Karlovačka županija
47271 NETRETIĆ;Maletići;Karlovačka županija
47271 Netretić;Mali Modruš Potok;Karlovačka županija
47271 NETRETIĆ;Mračin;Karlovačka županija
47271 Netretić;Netretić;Karlovačka županija
47271 NETRETIĆ;Novigrad na Dobri;Karlovačka županija
47271 Netretić;Pavičići;Karlovačka županija
47271 Netretić;Piščetke;Karlovačka županija
47271 Netretić;Planina Kunićka;Karlovačka županija
47271 Netretić;Račak;Karlovačka županija
47271 NETRETIĆ;Rešetarevo;Karlovačka županija
47271 Netretić;Rosopajnik;Karlovačka županija
47271 NETRETIĆ;Skupica;Karlovačka županija
47271 Netretić;Srednje Prilišće;Karlovačka županija
47271 NETRETIĆ;Straža;Karlovačka županija
47271 NETRETIĆ;Tončići;Karlovačka županija
47271 Netretić;Veliki Modruš Potok;Karlovačka županija
47271 Netretić;Vinski Vrh;Karlovačka županija
47271 Netretić;Vukova Gorica;Karlovačka županija
47271 Netretić;Zaborsko Selo;Karlovačka županija
47271 NETRETIĆ;Zagradci;Karlovačka županija
47271 Netretić;Završje Netretićko;Karlovačka županija
47272 Ribnik;Donja Stranica;Karlovačka županija
47272 Ribnik;Drenovica Lipnička;Karlovačka županija
47272 Ribnik;Gorica Lipnička;Karlovačka županija
47272 Ribnik;Gornja Stranica;Karlovačka županija
47272 Ribnik;Gornji Goli Vrh Lipnički;Karlovačka županija
47272 Ribnik;Griče;Karlovačka županija
47272 Ribnik;Jadrići;Karlovačka županija
47272 Ribnik;Jarnevići;Karlovačka županija
47272 Ribnik;Jasenovica;Karlovačka županija
47272 Ribnik;Lipnik;Karlovačka županija
47272 Ribnik;Martinski Vrh;Karlovačka županija
47272 Ribnik;Mošanci;Karlovačka županija
47272 Ribnik;Novaki Lipnički;Karlovačka županija
47272 Ribnik;Obrh;Karlovačka županija
47272 Ribnik;Ravnica;Karlovačka županija
47272 Ribnik;Ribnik;Karlovačka županija
47272 Ribnik;Skradsko Selo;Karlovačka županija
47272 Ribnik;Sopčić Vrh;Karlovačka županija
47272 Ribnik;Sračak;Karlovačka županija
47272 Ribnik;Stankovci;Karlovačka županija
47272 Ribnik;Veselići;Karlovačka županija
47276 Žakanje;Breznik Žakanjski;Karlovačka županija
47276 Žakanje;Brihovo;Karlovačka županija
47276 Žakanje;Bubnjarački Brod;Karlovačka županija
47276 Žakanje;Donji Bukovac Žakanjski;Karlovačka županija
47276 Žakanje;Ertić;Karlovačka županija
47276 Žakanje;Gornji Bukovac Žakanjski;Karlovačka županija
47276 Žakanje;Jugovac;Karlovačka županija
47276 Žakanje;Jurovo;Karlovačka županija
47276 Žakanje;Jurovski Brod;Karlovačka županija
47276 Žakanje;Kohanjac;Karlovačka županija
47276 Žakanje;Mala Paka;Karlovačka županija
47276 Žakanje;Mišinci;Karlovačka županija
47276 Žakanje;Pravutina;Karlovačka županija
47276 Žakanje;Sela Žakanjska;Karlovačka županija
47276 Žakanje;Velika Paka;Karlovačka županija
47276 Žakanje;Zaluka Lipnička;Karlovačka županija
47276 Žakanje;Žakanje;Karlovačka županija
47280 OZALJ;Badovinci;Karlovačka županija
47280 OZALJ;Belinsko Selo;Karlovačka županija
47280 OZALJ;Belošići;Karlovačka županija
47280 OZALJ;Boševci;Karlovačka županija
47280 OZALJ;Brašljevica;Karlovačka županija
47280 OZALJ;Brezje Vivodinsko;Karlovačka županija
47280 OZALJ;Breznik;Karlovačka županija
47280 OZALJ;Brezovica Žumberačka;Karlovačka županija
47280 OZALJ;Budim Vivodinski;Karlovačka županija
47280 OZALJ;Bulići;Karlovačka županija
47280 OZALJ;Cerje Vivodinsko;Karlovačka županija
47280 OZALJ;Cvetišće;Karlovačka županija
47280 OZALJ;Dančulovići;Karlovačka županija
47280 OZALJ;Dojutrovica;Karlovačka županija
47280 OZALJ;Doljani Žumberački;Karlovačka županija
47280 OZALJ;Donji Lović;Karlovačka županija
47280 OZALJ;Donji Oštri Vrh Ozaljski;Karlovačka županija
47280 OZALJ;Dragoševci;Karlovačka županija
47280 OZALJ;Dučići;Karlovačka županija
47280 OZALJ;Dvorišće Ozaljsko;Karlovačka županija
47280 OZALJ;Dvorište Vivodinsko;Karlovačka županija
47280 OZALJ;Ferenci;Karlovačka županija
47280 OZALJ;Fratrovci Ozaljski;Karlovačka županija
47280 OZALJ;Furjanići;Karlovačka županija
47280 OZALJ;Galezova Draga;Karlovačka županija
47280 OZALJ;Galin;Karlovačka županija
47280 OZALJ;Goleši Žumberački;Karlovačka županija
47280 OZALJ;Goli Vrh Ozaljski;Karlovačka županija
47280 OZALJ;Gorniki Vivodinski;Karlovačka županija
47280 OZALJ;Gornji Lović;Karlovačka županija
47280 OZALJ;Gornji Oštri Vrh Ozaljski;Karlovačka županija
47280 OZALJ;Goršćaki Ozaljski;Karlovačka županija
47280 OZALJ;Grandić Breg;Karlovačka županija
47280 OZALJ;Grdun;Karlovačka županija
47280 OZALJ;Gudalji;Karlovačka županija
47280 OZALJ;Hodinci;Karlovačka županija
47280 OZALJ;Hrastovica Vivodinska;Karlovačka županija
47280 OZALJ;Ilovac;Karlovačka županija
47280 OZALJ;Jaškovo;Karlovačka županija
47280 OZALJ;Kamenci;Karlovačka županija
47280 OZALJ;Kašt;Karlovačka županija
47280 OZALJ;Keseri;Karlovačka županija
47280 OZALJ;Kuljaji;Karlovačka županija
47280 OZALJ;Kunčani;Karlovačka županija
47280 OZALJ;Liješće;Karlovačka županija
47280 OZALJ;Lović Prekriški;Karlovačka županija
47280 OZALJ;Lukšići Ozaljski;Karlovačka županija
47280 OZALJ;Mali Erjavec;Karlovačka županija
47280 OZALJ;Malinci;Karlovačka županija
47280 Ozalj;Mirkopolje;Zagrebačka županija
47280 OZALJ;Novaki Ozaljski;Karlovačka županija
47280 OZALJ;Obrež Vivodinski;Karlovačka županija
47280 OZALJ;Ozalj;Karlovačka županija
47280 OZALJ;Pećarići;Karlovačka županija
47280 OZALJ;Petruš Vrh;Karlovačka županija
47280 OZALJ;Pilatovci;Karlovačka županija
47280 OZALJ;Podbrežje;Karlovačka županija
47280 OZALJ;Podgraj;Karlovačka županija
47280 OZALJ;Polje Ozaljsko;Karlovačka županija
47280 OZALJ;Popovići Žumberački;Karlovačka županija
47280 OZALJ;Požun;Karlovačka županija
47280 OZALJ;Radatovići;Karlovačka županija
47280 OZALJ;Radina Vas;Karlovačka županija
47280 OZALJ;Rajakovići;Karlovačka županija
47280 OZALJ;Sekulići;Karlovačka županija
47280 OZALJ;Slapno;Karlovačka županija
47280 OZALJ;Soldatići;Karlovačka županija
