Postanski_ured;Mjesto;Zupanija
44272 Lekenik;Brežane Lekeničke;Sisačko-moslavačka županija
44272 Lekenik;Cerje Letovanićko;Sisačko-moslavačka županija
44272 Lekenik;Donji Vukojevac;Sisačko-moslavačka županija
44272 Lekenik;Dužica;Sisačko-moslavačka županija
44272 Lekenik;Gornji Vukojevac;Sisačko-moslavačka županija
44272 Lekenik;Lekenik;Sisačko-moslavačka županija
44272 Lekenik;Pešćenica;Sisačko-moslavačka županija
44272 Lekenik;Petrovec;Sisačko-moslavačka županija
44272 Lekenik;Poljana Lekenička;Sisačko-moslavačka županija
44272 Lekenik;Žažina;Sisačko-moslavačka županija
44273 Sela;Brkiševina;Sisačko-moslavačka županija
44273 Sela;Greda;Sisačko-moslavačka županija
44273 Sela;Jazvenik;Sisačko-moslavačka županija
44273 Sela;Letovanić;Sisačko-moslavačka županija
44273 Sela;Palanjek Pokupski;Sisačko-moslavačka županija
44273 Sela;Pokupsko Vratečko;Sisačko-moslavačka županija
44273 Sela;Sela;Sisačko-moslavačka županija
44273 Sela;Stari Brod;Sisačko-moslavačka županija
44273 Sela;Stari Farkašić;Sisačko-moslavačka županija
44273 Sela;Šišinec;Sisačko-moslavačka županija
44273 Sela;Vrh Letovanićki;Sisačko-moslavačka županija
44316 Velika Ludina;Gornja Vlahinička;Sisačko-moslavačka županija
44316 Velika Ludina;Grabričina;Sisačko-moslavačka županija
44316 Velika Ludina;Grabrov Potok;Sisačko-moslavačka županija
44316 Velika Ludina;Katoličko Selišće;Sisačko-moslavačka županija
44316 Velika Ludina;Kompator;Sisačko-moslavačka županija
44316 Velika Ludina;Ludinica;Sisačko-moslavačka županija
44316 Velika Ludina;Mala Ludina;Sisačko-moslavačka županija
44316 Velika Ludina;Mustafina Klada;Sisačko-moslavačka županija
44316 Velika Ludina;Okoli;Sisačko-moslavačka županija
44316 Velika Ludina;Ruškovica;Sisačko-moslavačka županija
44316 Velika Ludina;Velika Ludina;Sisačko-moslavačka županija
44316 Velika Ludina;Vidrenjak;Sisačko-moslavačka županija
44317 Popovača;Donja Jelenska;Sisačko-moslavačka županija
44317 Popovača;Donja Vlahinička;Sisačko-moslavačka županija
44317 Popovača;Gornja Jelenska;Sisačko-moslavačka županija
44317 Popovača;Moslavačka Slatina;Sisačko-moslavačka županija
44317 Popovača;Osekovo;Sisačko-moslavačka županija
44317 Popovača;Podbrđe;Sisačko-moslavačka županija
44317 Popovača;Popovača;Sisačko-moslavačka županija
44317 Popovača;Potok;Sisačko-moslavačka županija
44317 Popovača;Stružec;Sisačko-moslavačka županija
44318 Voloder;Donja Gračenica;Sisačko-moslavačka županija
44318 Voloder;Gornja Gračenica;Sisačko-moslavačka županija
44318 Voloder;Voloder;Sisačko-moslavačka županija
44319 Repušnica;Repušnica;Sisačko-moslavačka županija
44320 Kutina;Batina;Sisačko-moslavačka županija
44320 Kutina;Brinjani;Sisačko-moslavačka županija
44320 Kutina;Ciglenica;Sisačko-moslavačka županija
44320 Kutina;Čaire;Sisačko-moslavačka županija
44320 Kutina;Gojlo;Sisačko-moslavačka županija
44320 Kutina;Janja Lipa;Sisačko-moslavačka županija
44320 Kutina;Katoličke Čaire;Sisačko-moslavačka županija
44320 Kutina;Kletište;Sisačko-moslavačka županija
44320 Kutina;Krajiška Kutinica;Sisačko-moslavačka županija
44320 Kutina;Kutina;Sisačko-moslavačka županija
44320 Kutina;Kutinica;Sisačko-moslavačka županija
44320 Kutina;Kutinska Slatina;Sisačko-moslavačka županija
44320 Kutina;Međurić;Sisačko-moslavačka županija
44320 Kutina;Mikleuška;Sisačko-moslavačka županija
44320 Kutina;Mišinka;Sisačko-moslavačka županija
44320 Kutina;Selište;Sisačko-moslavačka županija
44320 Kutina;Stupovača;Sisačko-moslavačka županija
44320 Kutina;Šartovac;Sisačko-moslavačka županija
44321 Banova Jaruga;Banova Jaruga;Sisačko-moslavačka županija
44321 Banova Jaruga;Ilova;Sisačko-moslavačka županija
44321 Banova Jaruga;Jamarica;Sisačko-moslavačka županija
44321 Banova Jaruga;Zbjegovača;Sisačko-moslavačka županija
44322 Lipovljani;Kozarice;Sisačko-moslavačka županija
44322 Lipovljani;Kraljeva Velika;Sisačko-moslavačka županija
44322 Lipovljani;Krivaj;Sisačko-moslavačka županija
44322 Lipovljani;Lipovljani;Sisačko-moslavačka županija
44322 Lipovljani;Novi Grabovac;Sisačko-moslavačka županija
44322 Lipovljani;Piljenice;Sisačko-moslavačka županija
44323 Rajić;Borovac;Sisačko-moslavačka županija
44323 Rajić;Jazavica;Sisačko-moslavačka županija
44323 Rajić;Rađenovci;Sisačko-moslavačka županija
44323 Rajić;Rajčići;Sisačko-moslavačka županija
44323 Rajić;Rajić;Sisačko-moslavačka županija
44323 Rajić;Roždanik;Sisačko-moslavačka županija
44324 Jasenovac;Drenov Bok;Sisačko-moslavačka županija
44324 Jasenovac;Jasenovac;Sisačko-moslavačka županija
44324 Jasenovac;Košutarica;Sisačko-moslavačka županija
44324 Jasenovac;Krapje;Sisačko-moslavačka županija
44324 Jasenovac;Mlaka;Sisačko-moslavačka županija
44324 Jasenovac;Plesmo;Sisačko-moslavačka županija
44324 Jasenovac;Puska;Sisačko-moslavačka županija
44324 Jasenovac;Tanac;Sisačko-moslavačka županija
44324 Jasenovac;Trebež;Sisačko-moslavačka županija
44324 Jasenovac;Uštica;Sisačko-moslavačka županija
44324 Jasenovac;Višnjica;Sisačko-moslavačka županija
44326 Husain;Husain;Sisačko-moslavačka županija
44330 Novska;Bair;Sisačko-moslavačka županija
44330 Novska;Brestača;Sisačko-moslavačka županija
44330 Novska;Brezovac;Sisačko-moslavačka županija
44330 Novska;Bročice;Sisačko-moslavačka županija
44330 Novska;Kričke;Sisačko-moslavačka županija
44330 Novska;Lovska;Sisačko-moslavačka županija
44330 Novska;Nova Subocka;Sisačko-moslavačka županija
44330 Novska;Novska;Sisačko-moslavačka županija
44330 Novska;Paklenica;Sisačko-moslavačka županija
44330 Novska;Popovac;Sisačko-moslavačka županija
44330 Novska;Sigetac;Sisačko-moslavačka županija
44330 Novska;Stara Subocka;Sisačko-moslavačka županija
44330 Novska;Stari Grabovac;Sisačko-moslavačka županija
44330 Novska;Voćarica;Sisačko-moslavačka županija
44400 Glina;Balinac;Sisačko-moslavačka županija
44400 Glina;Baturi;Sisačko-moslavačka županija
44400 Glina;Bijele Vode;Sisačko-moslavačka županija
44400 Glina;Bišćanovo;Sisačko-moslavačka županija
44400 Glina;Bojna;Sisačko-moslavačka županija
44400 Glina;Borovita;Sisačko-moslavačka županija
44400 Glina;Brestik;Sisačko-moslavačka županija
44400 Glina;Brezovo Polje;Sisačko-moslavačka županija
44400 Glina;Brnjeuška;Sisačko-moslavačka županija
44400 Glina;Brubno;Sisačko-moslavačka županija
44400 Glina;Buzeta;Sisačko-moslavačka županija
44400 Glina;Dabrina;Sisačko-moslavačka županija
44400 Glina;Desni Degoj;Sisačko-moslavačka županija
44400 Glina;Dolnjaki;Sisačko-moslavačka županija
44400 Glina;Donja Bučica;Sisačko-moslavačka županija
44400 Glina;Donja Trstenica;Sisačko-moslavačka županija
44400 Glina;Donje Jame;Sisačko-moslavačka županija
44400 Glina;Donje Selište;Sisačko-moslavačka županija
44400 Glina;Donje Taborište;Sisačko-moslavačka županija
44400 Glina;Donji Klasnić;Sisačko-moslavačka županija
44400 Glina;Donji Selkovac;Sisačko-moslavačka županija
44400 Glina;Donji Viduševac;Sisačko-moslavačka županija
44400 Glina;Dragotina;Sisačko-moslavačka županija
44400 Glina;Drenovac Banski;Sisačko-moslavačka županija
44400 Glina;Dvorišće;Sisačko-moslavačka županija
44400 Glina;Glina;Sisačko-moslavačka županija
44400 Glina;Gornja Bučica;Sisačko-moslavačka županija
44400 Glina;Gornje Jame;Sisačko-moslavačka županija
44400 Glina;Gornje Selište;Sisačko-moslavačka županija
44400 Glina;Gornje Taborište;Sisačko-moslavačka županija
44400 Glina;Gornji Klasnić;Sisačko-moslavačka županija
44400 Glina;Gornji Selkovac;Sisačko-moslavačka županija
44400 Glina;Gornji Viduševac;Sisačko-moslavačka županija
44400 Glina;Gračanica Šišinečka;Sisačko-moslavačka županija
44400 Glina;Hađer;Sisačko-moslavačka županija
44400 Glina;Hajtić;Sisačko-moslavačka županija
44400 Glina;Ilovačak;Sisačko-moslavačka županija
44400 Glina;Joševica;Sisačko-moslavačka županija
44400 Glina;Kihalac;Sisačko-moslavačka županija
44400 Glina;Kobiljak;Sisačko-moslavačka županija
44400 Glina;Kozaperovica;Sisačko-moslavačka županija
44400 Glina;Maja;Sisačko-moslavačka županija
44400 Glina;Majske Poljane;Sisačko-moslavačka županija
44400 Glina;Majski Trtnik;Sisačko-moslavačka županija
44400 Glina;Mala Solina;Sisačko-moslavačka županija
44400 Glina;Mali Gradac;Sisačko-moslavačka županija
44400 Glina;Mali Obljaj;Sisačko-moslavačka županija
44400 Glina;Marinbrod;Sisačko-moslavačka županija
44400 Glina;Martinovići;Sisačko-moslavačka županija
44400 Glina;Momčilovića Kosa;Sisačko-moslavačka županija
44400 Glina;Novo Selo Glinsko;Sisačko-moslavačka županija
44400 Glina;Prekopa;Sisačko-moslavačka županija
44400 Glina;Prijeka;Sisačko-moslavačka županija
44400 Glina;Ravno Rašće;Sisačko-moslavačka županija
44400 Glina;Roviška;Sisačko-moslavačka županija
44400 Glina;Skela;Sisačko-moslavačka županija
44400 Glina;Slatina Pokupska;Sisačko-moslavačka županija
44400 Glina;Stankovac;Sisačko-moslavačka županija
44400 Glina;Svračica;Sisačko-moslavačka županija
44400 Glina;Šaševa;Sisačko-moslavačka županija
44400 Glina;Šatornja;Sisačko-moslavačka županija
44400 Glina;Šibine;Sisačko-moslavačka županija
44400 Glina;Trnovac Glinski;Sisačko-moslavačka županija
44400 Glina;Trtnik Glinski;Sisačko-moslavačka županija
44400 Glina;Turčenica;Sisačko-moslavačka županija
44400 Glina;Velika Solina;Sisačko-moslavačka županija
44400 Glina;Veliki Gradac;Sisačko-moslavačka županija
44400 Glina;Veliki Obljaj;Sisačko-moslavačka županija
44400 Glina;Vlahović;Sisačko-moslavačka županija
44400 Glina;Zaloj;Sisačko-moslavačka županija
44410 Vrginmost;Blatuša;Sisačko-moslavačka županija
44410 Vrginmost;Bović;Sisačko-moslavačka županija
44410 Vrginmost;Brnjavac;Sisačko-moslavačka županija
44410 Vrginmost;Crevarska Strana;Sisačko-moslavačka županija
44410 Vrginmost;Čremušnica;Sisačko-moslavačka županija
44410 Vrginmost;Dugo Selo Lasinjsko;Sisačko-moslavačka županija
44410 Vrginmost;Golinja;Sisačko-moslavačka županija
44410 Vrginmost;Gornja Čemernica;Sisačko-moslavačka županija
44410 Vrginmost;Gornja Trstenica;Sisačko-moslavačka županija
44410 Vrginmost;Kirin;Sisačko-moslavačka županija
44410 Vrginmost;Kozarac;Sisačko-moslavačka županija
44410 Vrginmost;Ostrožin;Sisačko-moslavačka županija
44410 Vrginmost;Pješčanica;Sisačko-moslavačka županija
44410 Vrginmost;Podgorje;Sisačko-moslavačka županija
44410 Vrginmost;Slavsko Polje;Sisačko-moslavačka županija
44410 Vrginmost;Stipan;Sisačko-moslavačka županija
44410 Vrginmost;Šljivovac;Sisačko-moslavačka županija
44410 Vrginmost;Trepča;Sisačko-moslavačka županija
44410 Vrginmost;Vrginmost;Sisačko-moslavačka županija
44415 Topusko;Batinova Kosa;Sisačko-moslavačka županija
44415 Topusko;Bukovica;Sisačko-moslavačka županija
44415 Topusko;Crni Potok;Sisačko-moslavačka županija
44415 Topusko;Donja Čemernica;Sisačko-moslavačka županija
44415 Topusko;Gređani;Sisačko-moslavačka županija
44415 Topusko;Hrvatsko Selo;Sisačko-moslavačka županija
44415 Topusko;Katinovac;Sisačko-moslavačka županija
44415 Topusko;Mala Vranovina;Sisačko-moslavačka županija
44415 Topusko;Malička;Sisačko-moslavačka županija
44415 Topusko;Pecka;Sisačko-moslavačka županija
44415 Topusko;Perna;Sisačko-moslavačka županija
44415 Topusko;Ponikvari;Sisačko-moslavačka županija
44415 Topusko;Staro Selo Topusko;Sisačko-moslavačka županija
44415 Topusko;Topusko;Sisačko-moslavačka županija
44415 Topusko;Velika Vranovina;Sisačko-moslavačka županija
44415 Topusko;Vorkapić;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Babina Rijeka;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Borojevići;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Čukur;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Donja Velešnja;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Donji Bjelovac;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Donji Kukuruzari;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Gornja Meminska;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Gornja Velešnja;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Gornji Bjelovac;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Gornji Hrastovac;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Gornji Kukuruzari;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Graboštani;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Hrvatska Kostajnica;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Knezovljani;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Komogovina;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Kostreši Bjelovački;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Kostrići;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Lovča;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Majur;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Malo Krčevo;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Mečenčani;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Mračaj;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Panjani;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Prevršac;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Rausovac;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Rosulje;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Selište Kostajničko;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Srednja Meminska;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Stubalj;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Svinica;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Umetić;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Utolica;Sisačko-moslavačka županija
44430 Hrvatska Kostajnica;Veliko Krčevo;Sisačko-moslavačka županija
44440 Dvor;Bansko Vrpolje;Sisačko-moslavačka županija
44440 Dvor;Buinja;Sisačko-moslavačka županija
44440 Dvor;Buinjski Riječani;Sisačko-moslavačka županija
44440 Dvor;Čavlovica;Sisačko-moslavačka županija
44440 Dvor;Ćore;Sisačko-moslavačka županija
44440 Dvor;Divuša;Sisačko-moslavačka županija
44440 Dvor;Donja Oraovica;Sisačko-moslavačka županija
44440 Dvor;Donja Stupnica;Sisačko-moslavačka županija
44440 Dvor;Donji Dobretin;Sisačko-moslavačka županija
44440 Dvor;Donji Javoranj;Sisačko-moslavačka županija
44440 Dvor;Donji Žirovac;Sisačko-moslavačka županija
44440 Dvor;Draškovac;Sisačko-moslavačka županija
44440 Dvor;Dvor;Sisačko-moslavačka županija
44440 Dvor;Gage;Sisačko-moslavačka županija
44440 Dvor;Glavičani;Sisačko-moslavačka županija
44440 Dvor;Golubovac Divuški;Sisačko-moslavačka županija
44440 Dvor;Gorička;Sisačko-moslavačka županija
44440 Dvor;Gornja Oraovica;Sisačko-moslavačka županija
44440 Dvor;Gornja Stupnica;Sisačko-moslavačka županija
44440 Dvor;Gornji Dobretin;Sisačko-moslavačka županija
44440 Dvor;Gornji Javoranj;Sisačko-moslavačka županija
44440 Dvor;Gornji Žirovac;Sisačko-moslavačka županija
44440 Dvor;Grabovica;Sisačko-moslavačka županija
44440 Dvor;Grmušani;Sisačko-moslavačka županija
44440 Dvor;Gvozdansko;Sisačko-moslavačka županija
44440 Dvor;Hrtić;Sisačko-moslavačka županija
44440 Dvor;Javnica;Sisačko-moslavačka županija
44440 Dvor;Javornik;Sisačko-moslavačka županija
44440 Dvor;Jovac;Sisačko-moslavačka županija
44440 Dvor;Kepčije;Sisačko-moslavačka županija
44440 Dvor;Komora;Sisačko-moslavačka županija
44440 Dvor;Kosna;Sisačko-moslavačka županija
44440 Dvor;Kotarani;Sisačko-moslavačka županija
44440 Dvor;Kozibrod;Sisačko-moslavačka županija
44440 Dvor;Kuljani;Sisačko-moslavačka županija
44440 Dvor;Lotine;Sisačko-moslavačka županija
44440 Dvor;Ljeskovac;Sisačko-moslavačka županija
44440 Dvor;Ljubina;Sisačko-moslavačka županija
44440 Dvor;Majdan;Sisačko-moslavačka županija
44440 Dvor;Matijevići;Sisačko-moslavačka županija
44440 Dvor;Ostojići;Sisačko-moslavačka županija
44440 Dvor;Paukovac;Sisačko-moslavačka županija
44440 Dvor;Pedalj;Sisačko-moslavačka županija
44440 Dvor;Rogulje;Sisačko-moslavačka županija
44440 Dvor;Rudeži;Sisačko-moslavačka županija
44440 Dvor;Rujevac;Sisačko-moslavačka županija
44440 Dvor;Sočanica;Sisačko-moslavačka županija
44440 Dvor;Stanić Polje;Sisačko-moslavačka županija
44440 Dvor;Struga Banska;Sisačko-moslavačka županija
44440 Dvor;Šakanlije;Sisačko-moslavačka županija
44440 Dvor;Šegestin;Sisačko-moslavačka županija
44440 Dvor;Švrakarica;Sisačko-moslavačka županija
44440 Dvor;Trgovi;Sisačko-moslavačka županija
44440 Dvor;Udetin;Sisačko-moslavačka županija
44440 Dvor;Unčani;Sisačko-moslavačka županija
44440 Dvor;Vanići;Sisačko-moslavačka županija
44440 Dvor;Volinja;Sisačko-moslavačka županija
44440 Dvor;Zakopa;Sisačko-moslavačka županija
44440 Dvor;Zamlača;Sisačko-moslavačka županija
44440 Dvor;Zrin;Sisačko-moslavačka županija
44440 Dvor;Zrinska Draga;Sisačko-moslavačka županija
44440 Dvor;Zrinski Brđani;Sisačko-moslavačka županija
44440 Dvor;Zut;Sisačko-moslavačka županija
44450 Hrvatska Dubica;Baćin;Sisačko-moslavačka županija
44450 Hrvatska Dubica;Cerovljani;Sisačko-moslavačka županija
44450 Hrvatska Dubica;Hrvatska Dubica;Sisačko-moslavačka županija
44450 Hrvatska Dubica;Slabinja;Sisačko-moslavačka županija
44450 Hrvatska Dubica;Živaja;Sisačko-moslavačka županija
47000 Karlovac;Banska Selnica;Karlovačka županija
47000 Karlovac;Banski Moravci;Karlovačka županija
47000 Karlovac;Blatnica Pokupska;Karlovačka županija
47000 Karlovac;Brežani;Karlovačka županija
47000 Karlovac;Brođani;Karlovačka županija
47000 Karlovac;Cerovac Vukmanićki;Karlovačka županija
47000 Karlovac;Donja Trebinja;Karlovačka županija
47000 Karlovac;Donje Mekušje;Karlovačka županija
47000 Karlovac;Donji Sjeničak;Karlovačka županija
47000 Karlovac;Gornja Trebinja;Karlovačka županija
47000 Karlovac;Gornje Stative;Karlovačka županija
47000 Karlovac;Gornji Sjeničak;Karlovačka županija
47000 Karlovac;Husje;Karlovačka županija
47000 Karlovac;Ivančići Pokupski;Karlovačka županija
47000 Karlovac;Ivanković Selo;Karlovačka županija
47000 Karlovac;Ivošević Selo;Karlovačka županija
47000 Karlovac;Kablar;Karlovačka županija
47000 Karlovac;Karasi;Karlovačka županija
47000 Karlovac;Karlovac;Karlovačka županija
47000 Karlovac;Klipino Brdo;Karlovačka županija
47000 Karlovac;Knez Gorica;Karlovačka županija
47000 Karlovac;Kobilić Pokupski;Karlovačka županija
47000 Karlovac;Koritinja;Karlovačka županija
47000 Karlovac;Ladvenjak;Karlovačka županija
47000 Karlovac;Lipje;Karlovačka županija
47000 Karlovac;Luka Pokupska;Karlovačka županija
47000 Karlovac;Manjerovići;Karlovačka županija
47000 Karlovac;Popović Brdo;Karlovačka županija
47000 Karlovac;Rečica;Karlovačka županija
47000 Karlovac;Ribari;Karlovačka županija
47000 Karlovac;Sjeničak Lasinjski;Karlovačka županija
47000 Karlovac;Skakavac;Karlovačka županija
47000 Karlovac;Slunjska Selnica;Karlovačka županija
47000 Karlovac;Slunjski Moravci;Karlovačka županija
47000 Karlovac;Šišljavić;Karlovačka županija
47000 Karlovac;Tušilović;Karlovačka županija
47000 Karlovac;Udbinja;Karlovačka županija
47000 Karlovac;Utinja;Karlovačka županija
47000 Karlovac;Vodostaj;Karlovačka županija
47000 Karlovac;Vukmanić;Karlovačka županija
47000 Karlovac;Zadobarje;Karlovačka županija
47000 Karlovac;Zamršje;Karlovačka županija
47201 Draganić;Draganić;Karlovačka županija
47201 Draganić;Mrzljaki;Karlovačka županija
47206 Lasinja;Banski Kovačevac;Karlovačka županija
47206 Lasinja;Crna Draga;Karlovačka županija
47206 Lasinja;Desni Štefanki;Karlovačka županija
47206 Lasinja;Desno Sredičko;Karlovačka županija
47206 Lasinja;Lasinja;Karlovačka županija
47206 Lasinja;Novo Selo Lasinjsko;Karlovačka županija
47206 Lasinja;Prkos Lasinjski;Karlovačka županija
47220 VOJNIĆ;Brdo Utinjsko;Karlovačka županija
47220 VOJNIĆ;Brezova Glava;Karlovačka županija
47220 VOJNIĆ;Bukovica Utinjska;Karlovačka županija
47220 VOJNIĆ;Donja Brusovača;Karlovačka županija
47220 VOJNIĆ;Donji Budački;Karlovačka županija
47220 VOJNIĆ;Dunjak;Karlovačka županija
47220 VOJNIĆ;Džaperovac;Karlovačka županija
47220 VOJNIĆ;Gačeša Selo;Karlovačka županija
47220 VOJNIĆ;Gejkovac;Karlovačka županija
47220 VOJNIĆ;Gornja Brusovača;Karlovačka županija
47220 VOJNIĆ;Jagrovac;Karlovačka županija
47220 VOJNIĆ;Johovo;Karlovačka županija
47220 VOJNIĆ;Jurga;Karlovačka županija
47220 VOJNIĆ;Kartalije;Karlovačka županija
47220 VOJNIĆ;Kestenovac;Karlovačka županija
47220 VOJNIĆ;Klokoč;Karlovačka županija
47220 VOJNIĆ;Klupica;Karlovačka županija
47220 Vojnić;Kljaić Brdo;Karlovačka županija
47220 VOJNIĆ;Ključar;Karlovačka županija
47220 VOJNIĆ;Knežević Kosa;Karlovačka županija
47220 VOJNIĆ;Kokirevo;Karlovačka županija
47220 VOJNIĆ;Kolarić;Karlovačka županija
47220 VOJNIĆ;Koranski Brijeg;Karlovačka županija
47220 VOJNIĆ;Krivaja Vojnićka;Karlovačka županija
47220 VOJNIĆ;Krstinja;Karlovačka županija
47220 VOJNIĆ;Kupljensko;Karlovačka županija
47220 VOJNIĆ;Kusaja;Karlovačka županija
47220 VOJNIĆ;Lipovac Krstinjski;Karlovačka županija
47220 VOJNIĆ;Lisine;Karlovačka županija
47220 VOJNIĆ;Loskunja;Karlovačka županija
47220 VOJNIĆ;Malešević Selo;Karlovačka županija
47220 VOJNIĆ;Mandić Selo;Karlovačka županija
47220 VOJNIĆ;Međeđak Utinjski;Karlovačka županija
47220 VOJNIĆ;Miholjsko;Karlovačka županija
47220 VOJNIĆ;Mlakovac;Karlovačka županija
47220 VOJNIĆ;Mracelj;Karlovačka županija
47220 VOJNIĆ;Mračaj Krstinjski;Karlovačka županija
47220 VOJNIĆ;Okić;Karlovačka županija
47220 VOJNIĆ;Pavković Selo;Karlovačka županija
47220 VOJNIĆ;Petrova Poljana;Karlovačka županija
47220 VOJNIĆ;Podsedlo;Karlovačka županija
47220 VOJNIĆ;Prisjeka;Karlovačka županija
47220 VOJNIĆ;Radmanovac;Karlovačka županija
47220 VOJNIĆ;Radonja;Karlovačka županija
47220 VOJNIĆ;Rajić Brdo;Karlovačka županija
47220 VOJNIĆ;Selakova Poljana;Karlovačka županija
47220 VOJNIĆ;Svinica Krstinjska;Karlovačka županija
47220 VOJNIĆ;Široka Rijeka;Karlovačka županija
47220 VOJNIĆ;Štakorovica;Karlovačka županija
47220 VOJNIĆ;Utinja Vrelo;Karlovačka županija
47220 VOJNIĆ;Vojišnica;Karlovačka županija
47220 VOJNIĆ;Vojnić;Karlovačka županija
47220 VOJNIĆ;Zimić;Karlovačka županija
47220 VOJNIĆ;Živković Kosa;Karlovačka županija
47222 CETINGRAD;Batnoga;Karlovačka županija
47222 CETINGRAD;Begovo Brdo;Karlovačka županija
47222 CETINGRAD;Bilo;Karlovačka županija
47222 CETINGRAD;Bogovolja;Karlovačka županija
47222 CETINGRAD;Buhača;Karlovačka županija
47222 CETINGRAD;Cetingrad;Karlovačka županija
47222 CETINGRAD;Cetinski Varoš;Karlovačka županija
47222 CETINGRAD;Delić Poljana;Karlovačka županija
47222 CETINGRAD;Donja Žrvnica;Karlovačka županija
47222 CETINGRAD;Donje Gnojnice;Karlovačka županija
47222 CETINGRAD;Đurin Potok;Karlovačka županija
47222 CETINGRAD;Glinice;Karlovačka županija
47222 CETINGRAD;Gnojnice;Karlovačka županija
47222 CETINGRAD;Gojkovac;Karlovačka županija
47222 CETINGRAD;Gornja Žrvnica;Karlovačka županija
47222 CETINGRAD;Gornje Gnojnice;Karlovačka županija
47222 CETINGRAD;Grabarska;Karlovačka županija
47222 CETINGRAD;Kapljuv;Karlovačka županija
47222 CETINGRAD;Kestenje;Karlovačka županija
47222 CETINGRAD;Komesarac;Karlovačka županija
47222 CETINGRAD;Kruškovača;Karlovačka županija
47222 CETINGRAD;Kuk;Karlovačka županija
47222 CETINGRAD;Luke;Karlovačka županija
47222 CETINGRAD;Maljevac;Karlovačka županija
47222 CETINGRAD;Maljevačko Selište;Karlovačka županija
47222 CETINGRAD;Pašin Potok;Karlovačka županija
47222 CETINGRAD;Podcetin;Karlovačka županija
47222 CETINGRAD;Polojski Varoš;Karlovačka županija
47222 CETINGRAD;Ponor;Karlovačka županija
47222 CETINGRAD;Ruševica;Karlovačka županija
47222 CETINGRAD;Sadikovac;Karlovačka županija
47222 CETINGRAD;Srednje Selo;Karlovačka županija
47222 CETINGRAD;Strmačka;Karlovačka županija
47222 CETINGRAD;Šiljkovača;Karlovačka županija
47222 CETINGRAD;Tatar Varoš;Karlovačka županija
47222 CETINGRAD;Trnovi;Karlovačka županija
47240 SLUNJ;Arapovac;Karlovačka županija
47240 SLUNJ;Bandino Selo;Karlovačka županija
47240 SLUNJ;Blagaj;Karlovačka županija
47240 SLUNJ;Bukovac Perjasički;Karlovačka županija
47240 SLUNJ;Crno Vrelo;Karlovačka županija
47240 SLUNJ;Cvijanović Brdo;Karlovačka županija
47240 SLUNJ;Cvitović;Karlovačka županija
47240 SLUNJ;Čamerovac;Karlovačka županija
47240 SLUNJ;Donja Glina;Karlovačka županija
47240 SLUNJ;Donja Visočka;Karlovačka županija
47240 SLUNJ;Donje Primišlje;Karlovačka županija
47240 SLUNJ;Donje Taborište;Karlovačka županija
47240 SLUNJ;Donji Cerovac;Karlovačka županija
47240 SLUNJ;Donji Furjan;Karlovačka županija
47240 SLUNJ;Donji Kremen;Karlovačka županija
47240 SLUNJ;Donji Lađevac;Karlovačka županija
47240 SLUNJ;Donji Nikšić;Karlovačka županija
47240 SLUNJ;Donji Poloj;Karlovačka županija
47240 SLUNJ;Donji Popovac;Karlovačka županija
47240 SLUNJ;Dubrave;Karlovačka županija
47240 SLUNJ;Glinsko Vrelo;Karlovačka županija
47240 SLUNJ;Gornja Glina;Karlovačka županija
47240 SLUNJ;Gornja Visočka;Karlovačka županija
47240 SLUNJ;Gornje Primišlje;Karlovačka županija
47240 SLUNJ;Gornje Taborište;Karlovačka županija
47240 SLUNJ;Gornji Cerovac;Karlovačka županija
